"box";"file_no";"vid_row_id";"date_";"vid_action";"datetime_vid";"vid_dur";"vid_comment_txt";"vid_act_se"
"290";"034";"n1";290;2017-05-18;"IN";2017-05-18 11:21:55.266;7980;NA;0
"291";"034";"n1";291;2017-05-18;"OUT";2017-05-18 11:22:05.352;7980;NA;0
"292";"034";"n1";292;2017-05-18;"IN";2017-05-18 11:22:30.078;7980;NA;0
"293";"034";"n1";293;2017-05-18;"OUT";2017-05-18 11:22:36.167;7980;NA;0
"294";"034";"n1";294;2017-05-18;"IN";2017-05-18 11:23:54.421;7980;NA;0
"295";"034";"n1";295;2017-05-18;"OUT";2017-05-18 11:24:04.532;7980;NA;0
"296";"034";"n1";296;2017-05-18;"IN";2017-05-18 11:24:06.786;7980;NA;0
"297";"034";"n2";297;2017-05-18;"OUT";2017-05-18 11:24:16.036;7980;NA;0
"298";"034";"n2";298;2017-05-18;"IN";2017-05-18 11:24:34.638;7980;NA;0
"299";"034";"n2";299;2017-05-18;"IN";2017-05-18 11:25:37.276;7980;NA;0
"300";"034";"n2";300;2017-05-18;"OUT";2017-05-18 11:25:39.437;7980;NA;0
"301";"034";"n2";301;2017-05-18;"OUT";2017-05-18 11:25:42.188;7980;NA;0
"302";"034";"n2";302;2017-05-18;"IN";2017-05-18 11:26:04.388;7980;NA;0
"303";"034";"n2";303;2017-05-18;"OUT";2017-05-18 11:26:16.157;7980;NA;0
"304";"034";"n2";304;2017-05-18;"IN";2017-05-18 11:28:47.117;7980;NA;0
"305";"034";"n2";305;2017-05-18;"OUT";2017-05-18 11:28:53.596;7980;NA;0
"306";"034";"n2";306;2017-05-18;"IN";2017-05-18 11:30:12.559;7980;NA;0
"307";"034";"n2";307;2017-05-18;"BACK";2017-05-18 11:31:01.757;7980;NA;1
"308";"034";"n2";308;2017-05-18;"BACK";2017-05-18 11:31:05.598;7980;NA;2
"309";"034";"n2";309;2017-05-18;"BACK";2017-05-18 11:31:07.015;7980;NA;1
"310";"034";"n2";310;2017-05-18;"OUT";2017-05-18 11:31:09.414;7980;NA;0
"311";"034";"n2";311;2017-05-18;"IN";2017-05-18 11:32:39.197;7980;NA;0
"312";"034";"n2";312;2017-05-18;"OUT";2017-05-18 11:32:44.605;7980;NA;0
"313";"034";"n2";313;2017-05-18;"IN";2017-05-18 11:32:50.836;7980;NA;0
"314";"034";"n2";314;2017-05-18;"BACK";2017-05-18 11:33:00.648;7980;NA;1
"315";"034";"n2";315;2017-05-18;"OUT";2017-05-18 11:33:05.815;7980;NA;0
"316";"034";"n2";316;2017-05-18;"IN";2017-05-18 11:34:02.463;7980;NA;0
"317";"034";"n2";317;2017-05-18;"OUT";2017-05-18 11:34:08.128;7980;NA;0
"318";"034";"n2";318;2017-05-18;"IN";2017-05-18 11:39:40.874;7980;NA;0
"319";"034";"n2";319;2017-05-18;"OUT";2017-05-18 11:39:46.877;7980;NA;0
"320";"034";"n2";320;2017-05-18;"IN";2017-05-18 11:39:57.917;7980;NA;0
"321";"034";"n2";321;2017-05-18;"OUT";2017-05-18 11:40:04.038;7980;NA;0
"322";"034";"n2";322;2017-05-18;"IN";2017-05-18 11:40:17.232;7980;NA;0
"323";"034";"n2";323;2017-05-18;"OUT";2017-05-18 11:40:21.076;7980;NA;0
"324";"034";"n2";324;2017-05-18;"IN";2017-05-18 11:41:13.757;7980;NA;0
"325";"034";"n2";325;2017-05-18;"OUT";2017-05-18 11:41:20.233;7980;NA;0
"326";"034";"n2";326;2017-05-18;"IN";2017-05-18 11:44:36.802;7980;NA;0
"327";"034";"n2";327;2017-05-18;"OUT";2017-05-18 11:44:43.997;7980;NA;0
"328";"034";"n2";328;2017-05-18;"IN";2017-05-18 11:46:45.197;7980;NA;0
"329";"034";"n2";329;2017-05-18;"OUT";2017-05-18 11:46:51.301;7980;NA;0
"330";"034";"n2";330;2017-05-18;"IN";2017-05-18 11:49:23.717;7980;NA;0
"331";"034";"n2";331;2017-05-18;"OUT";2017-05-18 11:49:29.349;7980;NA;0
"332";"034";"n2";332;2017-05-18;"IN";2017-05-18 11:49:58.140;7980;NA;0
"333";"034";"n2";333;2017-05-18;"OUT";2017-05-18 11:50:03.301;7980;NA;0
"334";"034";"n2";334;2017-05-18;"IN";2017-05-18 11:51:42.316;7980;NA;0
"335";"034";"n2";335;2017-05-18;"BACK";2017-05-18 11:51:47.476;7980;NA;1
"336";"034";"n2";336;2017-05-18;"BACK";2017-05-18 11:51:50.101;7980;NA;2
"337";"034";"n2";337;2017-05-18;"OUT";2017-05-18 11:51:50.960;7980;NA;0
"338";"034";"n2";338;2017-05-18;"IN";2017-05-18 11:52:07.624;7980;NA;0
"339";"034";"n2";339;2017-05-18;"BACK";2017-05-18 11:52:12.183;7980;NA;1
"340";"034";"n2";340;2017-05-18;"OUT";2017-05-18 11:52:13.878;7980;NA;0
"341";"034";"n2";341;2017-05-18;"IN";2017-05-18 11:52:41.349;7980;NA;0
"342";"034";"n2";342;2017-05-18;"OUT";2017-05-18 11:52:49.388;7980;NA;0
"343";"034";"n2";343;2017-05-18;"IN";2017-05-18 11:53:44.234;7980;NA;0
"344";"034";"n2";344;2017-05-18;"BACK";2017-05-18 11:53:50.354;7980;NA;1
"345";"034";"n2";345;2017-05-18;"OUT";2017-05-18 11:53:52.394;7980;NA;0
"346";"034";"n2";346;2017-05-18;"IN";2017-05-18 11:54:31.997;7980;NA;0
"347";"034";"n2";347;2017-05-18;"OUT";2017-05-18 11:54:37.038;7980;NA;0
"348";"034";"n2";348;2017-05-18;"IN";2017-05-18 11:56:55.756;7980;NA;0
"349";"034";"n2";349;2017-05-18;"OUT";2017-05-18 11:57:03.788;7980;NA;0
"350";"034";"n2";350;2017-05-18;"IN";2017-05-18 11:59:29.596;7980;NA;0
"351";"034";"n2";351;2017-05-18;"OUT";2017-05-18 11:59:38.954;7980;NA;0
"352";"034";"n2";352;2017-05-18;"IN";2017-05-18 12:00:25.878;7980;NA;0
"353";"034";"n2";353;2017-05-18;"OUT";2017-05-18 12:00:32.115;7980;NA;0
"354";"034";"n2";354;2017-05-18;"IN";2017-05-18 12:02:07.506;7980;NA;0
"355";"034";"n2";355;2017-05-18;"OUT";2017-05-18 12:02:18.312;7980;NA;0
"356";"034";"n2";356;2017-05-18;"IN";2017-05-18 12:02:37.993;7980;NA;0
"357";"034";"n2";357;2017-05-18;"BACK";2017-05-18 12:03:54.917;7980;NA;1
"358";"034";"n2";358;2017-05-18;"OUT";2017-05-18 12:04:04.157;7980;NA;0
"359";"034";"n2";359;2017-05-18;"FRONT";2017-05-18 12:05:03.556;7980;NA;1
"360";"034";"n2";360;2017-05-18;"FRONT";2017-05-18 12:05:05.237;7980;NA;2
"361";"034";"n2";361;2017-05-18;"pers_trans";2017-05-18 12:06:26.859;7980;"Peter Loes Transponder in Box um 12:06 Uhr";0
"362";"057";"n1";362;2017-05-25;"pers_trans";2017-05-25 09:56:41.740;9660;"Peter Loes Transponder in Box um 09:56 Uhr";0
"363";"057";"n1";363;2017-05-25;"IN";2017-05-25 09:59:18.220;9660;NA;0
"364";"057";"n1";364;2017-05-25;"OUT";2017-05-25 09:59:31.321;9660;NA;0
"365";"057";"n1";365;2017-05-25;"IN";2017-05-25 10:00:28.898;9660;NA;0
"366";"057";"n1";366;2017-05-25;"OUT";2017-05-25 10:00:37.536;9660;NA;0
"367";"057";"n1";367;2017-05-25;"IN";2017-05-25 10:01:19.298;9660;NA;0
"368";"057";"n1";368;2017-05-25;"OUT";2017-05-25 10:01:24.313;9660;NA;0
"369";"057";"n1";369;2017-05-25;"IN";2017-05-25 10:06:08.621;9660;NA;0
"370";"057";"n1";370;2017-05-25;"OUT";2017-05-25 10:06:16.528;9660;NA;0
"371";"057";"n1";371;2017-05-25;"IN";2017-05-25 10:06:30.068;9660;NA;0
"372";"057";"n1";372;2017-05-25;"OUT";2017-05-25 10:06:35.979;9660;NA;0
"373";"057";"n1";373;2017-05-25;"IN";2017-05-25 10:07:09.696;9660;NA;0
"374";"057";"n1";374;2017-05-25;"OUT";2017-05-25 10:07:19.293;9660;NA;0
"375";"057";"n1";375;2017-05-25;"IN";2017-05-25 10:07:25.421;9660;NA;0
"376";"057";"n1";376;2017-05-25;"OUT";2017-05-25 10:07:51.358;9660;NA;0
"377";"057";"n1";377;2017-05-25;"IN";2017-05-25 10:08:28.411;9660;NA;0
"378";"057";"n1";378;2017-05-25;"OUT";2017-05-25 10:08:34.298;9660;NA;0
"379";"057";"n1";379;2017-05-25;"IN";2017-05-25 10:09:19.178;9660;NA;0
"380";"057";"n1";380;2017-05-25;"OUT";2017-05-25 10:09:23.028;9660;NA;0
"381";"057";"n1";381;2017-05-25;"IN";2017-05-25 10:09:51.344;9660;NA;0
"382";"057";"n1";382;2017-05-25;"OUT";2017-05-25 10:10:06.822;9660;NA;0
"383";"057";"n1";383;2017-05-25;"IN";2017-05-25 10:12:18.220;9660;NA;0
"384";"057";"n1";384;2017-05-25;"IN";2017-05-25 10:12:28.400;9660;NA;0
"385";"057";"n1";385;2017-05-25;"OUT";2017-05-25 10:12:31.667;9660;NA;0
"386";"057";"n1";386;2017-05-25;"OUT";2017-05-25 10:12:37.667;9660;NA;0
"387";"057";"n1";387;2017-05-25;"IN";2017-05-25 10:13:36.700;9660;NA;0
"388";"057";"n1";388;2017-05-25;"OUT";2017-05-25 10:13:44.645;9660;NA;0
"389";"057";"n1";389;2017-05-25;"IN";2017-05-25 10:14:13.523;9660;NA;0
"390";"057";"n1";390;2017-05-25;"OUT";2017-05-25 10:14:19.542;9660;NA;0
"391";"057";"n1";391;2017-05-25;"IN";2017-05-25 10:15:06.342;9660;NA;0
"392";"057";"n1";392;2017-05-25;"OUT";2017-05-25 10:15:10.548;9660;NA;0
"393";"057";"n1";393;2017-05-25;"IN";2017-05-25 10:15:12.944;9660;NA;0
"394";"057";"n1";394;2017-05-25;"OUT";2017-05-25 10:15:24.569;9660;NA;0
"395";"057";"n1";395;2017-05-25;"IN";2017-05-25 10:15:37.426;9660;NA;0
"396";"057";"n1";396;2017-05-25;"OUT";2017-05-25 10:15:41.619;9660;NA;0
"397";"057";"n1";397;2017-05-25;"IN";2017-05-25 10:18:05.358;9660;NA;0
"398";"057";"n1";398;2017-05-25;"OUT";2017-05-25 10:18:20.732;9660;NA;0
"399";"057";"n1";399;2017-05-25;"IN";2017-05-25 10:22:38.023;9660;NA;0
"400";"057";"n1";400;2017-05-25;"OUT";2017-05-25 10:22:42.700;9660;NA;0
"401";"057";"n1";401;2017-05-25;"IN";2017-05-25 10:23:16.931;9660;NA;0
"402";"057";"n1";402;2017-05-25;"OUT";2017-05-25 10:23:21.463;9660;NA;0
"403";"057";"n1";403;2017-05-25;"IN";2017-05-25 10:26:08.859;9660;NA;0
"404";"057";"n1";404;2017-05-25;"OUT";2017-05-25 10:26:18.579;9660;NA;0
"405";"057";"n1";405;2017-05-25;"IN";2017-05-25 10:30:04.540;9660;NA;0
"406";"057";"n1";406;2017-05-25;"OUT";2017-05-25 10:30:08.619;9660;NA;0
"407";"057";"n1";407;2017-05-25;"IN";2017-05-25 10:31:06.216;9660;NA;0
"408";"057";"n1";408;2017-05-25;"OUT";2017-05-25 10:31:20.252;9660;NA;0
"409";"057";"n1";409;2017-05-25;"IN";2017-05-25 10:31:49.059;9660;NA;0
"410";"057";"n1";410;2017-05-25;"OUT";2017-05-25 10:31:57.117;9660;NA;0
"411";"057";"n1";411;2017-05-25;"IN";2017-05-25 10:33:43.663;9660;NA;0
"412";"057";"n1";412;2017-05-25;"OUT";2017-05-25 10:34:07.417;9660;NA;0
"413";"057";"n1";413;2017-05-25;"IN";2017-05-25 10:35:09.122;9660;NA;0
"414";"057";"n1";414;2017-05-25;"OUT";2017-05-25 10:35:23.500;9660;NA;0
"415";"057";"n1";415;2017-05-25;"IN";2017-05-25 10:36:13.414;9660;NA;0
"416";"057";"n1";416;2017-05-25;"OUT";2017-05-25 10:36:21.204;9660;NA;0
"417";"057";"n1";417;2017-05-25;"IN";2017-05-25 10:36:40.894;9660;NA;0
"418";"057";"n1";418;2017-05-25;"OUT";2017-05-25 10:36:51.102;9660;NA;0
"419";"057";"n1";419;2017-05-25;"IN";2017-05-25 10:37:11.502;9660;NA;0
"420";"057";"n1";420;2017-05-25;"OUT";2017-05-25 10:37:18.948;9660;NA;0
"421";"057";"n1";421;2017-05-25;"IN";2017-05-25 10:38:06.338;9660;NA;0
"422";"057";"n1";422;2017-05-25;"OUT";2017-05-25 10:38:11.500;9660;NA;0
"423";"057";"n1";423;2017-05-25;"IN";2017-05-25 10:38:51.825;9660;NA;0
"424";"057";"n1";424;2017-05-25;"OUT";2017-05-25 10:39:05.372;9660;NA;0
"425";"057";"n1";425;2017-05-25;"IN";2017-05-25 10:41:15.086;9660;NA;0
"426";"057";"n1";426;2017-05-25;"OUT";2017-05-25 10:41:25.996;9660;NA;0
"427";"057";"n1";427;2017-05-25;"IN";2017-05-25 10:42:15.099;9660;NA;0
"428";"057";"n1";428;2017-05-25;"OUT";2017-05-25 10:42:23.500;9660;NA;0
"429";"057";"n1";429;2017-05-25;"IN";2017-05-25 10:47:00.463;9660;NA;0
"430";"057";"n1";430;2017-05-25;"OUT";2017-05-25 10:47:05.859;9660;NA;0
"431";"057";"n1";431;2017-05-25;"IN";2017-05-25 10:50:22.664;9660;NA;0
"432";"057";"n1";432;2017-05-25;"OUT";2017-05-25 10:50:31.036;9660;NA;0
"433";"057";"n1";433;2017-05-25;"IN";2017-05-25 10:52:35.125;9660;NA;0
"434";"057";"n1";434;2017-05-25;"OUT";2017-05-25 10:52:45.210;9660;NA;0
"435";"057";"n1";435;2017-05-25;"IN";2017-05-25 10:53:55.770;9660;NA;0
"436";"057";"n1";436;2017-05-25;"OUT";2017-05-25 10:54:16.049;9660;NA;0
"437";"057";"n1";437;2017-05-25;"IN";2017-05-25 11:03:05.980;9660;NA;0
"438";"057";"n1";438;2017-05-25;"OUT";2017-05-25 11:03:13.651;9660;NA;0
"439";"057";"n1";439;2017-05-25;"IN";2017-05-25 11:04:44.862;9660;NA;0
"440";"057";"n1";440;2017-05-25;"OUT";2017-05-25 11:04:56.618;9660;NA;0
"441";"057";"n1";441;2017-05-25;"IN";2017-05-25 11:07:30.220;9660;NA;0
"442";"057";"n1";442;2017-05-25;"BACK";2017-05-25 11:07:35.022;9660;NA;1
"443";"057";"n1";443;2017-05-25;"OUT";2017-05-25 11:07:38.496;9660;NA;0
"444";"057";"n1";444;2017-05-25;"IN";2017-05-25 11:08:29.496;9660;NA;0
"445";"057";"n1";445;2017-05-25;"OUT";2017-05-25 11:08:38.380;9660;NA;0
"446";"057";"n1";446;2017-05-25;"IN";2017-05-25 11:08:48.552;9660;NA;0
"447";"057";"n1";447;2017-05-25;"OUT";2017-05-25 11:08:58.631;9660;NA;0
"448";"057";"n1";448;2017-05-25;"IN";2017-05-25 11:10:03.076;9660;NA;0
"449";"057";"n1";449;2017-05-25;"OUT";2017-05-25 11:10:12.940;9660;NA;0
"450";"057";"n1";450;2017-05-25;"IN";2017-05-25 11:15:39.575;9660;NA;0
"451";"057";"n1";451;2017-05-25;"OUT";2017-05-25 11:16:56.619;9660;NA;0
"452";"057";"n1";452;2017-05-25;"IN";2017-05-25 11:18:13.780;9660;NA;0
"453";"057";"n1";453;2017-05-25;"OUT";2017-05-25 11:18:21.331;9660;NA;0
"454";"057";"n1";454;2017-05-25;"IN";2017-05-25 11:19:39.448;9660;NA;0
"455";"057";"n1";455;2017-05-25;"OUT";2017-05-25 11:19:50.009;9660;NA;0
"456";"057";"n1";456;2017-05-25;"IN";2017-05-25 11:21:05.263;9660;NA;0
"457";"057";"n1";457;2017-05-25;"OUT";2017-05-25 11:21:18.220;9660;NA;0
"458";"057";"n1";458;2017-05-25;"IN";2017-05-25 11:23:06.081;9660;NA;0
"459";"057";"n1";459;2017-05-25;"OUT";2017-05-25 11:23:21.680;9660;NA;0
"460";"057";"n1";460;2017-05-25;"IN";2017-05-25 11:23:57.105;9660;NA;0
"461";"057";"n1";461;2017-05-25;"IN";2017-05-25 11:24:37.900;9660;NA;0
"462";"057";"n1";462;2017-05-25;"OUT";2017-05-25 11:24:39.706;9660;NA;0
"463";"057";"n1";463;2017-05-25;"OUT";2017-05-25 11:24:44.619;9660;NA;0
"464";"057";"n1";464;2017-05-25;"IN";2017-05-25 11:27:38.140;9660;NA;0
"465";"057";"n2";465;2017-05-25;"OUT";2017-05-25 11:28:36.851;9660;NA;0
"466";"057";"n2";466;2017-05-25;"IN";2017-05-25 11:30:11.411;9660;NA;0
"467";"057";"n2";467;2017-05-25;"OUT";2017-05-25 11:30:18.611;9660;NA;0
"468";"057";"n2";468;2017-05-25;"IN";2017-05-25 11:30:21.010;9660;NA;0
"469";"057";"n2";469;2017-05-25;"OUT";2017-05-25 11:30:26.651;9660;NA;0
"470";"057";"n2";470;2017-05-25;"IN";2017-05-25 11:31:10.691;9660;NA;0
"471";"057";"n2";471;2017-05-25;"OUT";2017-05-25 11:31:18.732;9660;NA;0
"472";"057";"n2";472;2017-05-25;"IN";2017-05-25 11:33:09.009;9660;NA;0
"473";"057";"n2";473;2017-05-25;"IN";2017-05-25 11:33:22.460;9660;NA;0
"474";"057";"n2";474;2017-05-25;"OUT";2017-05-25 11:33:27.253;9660;NA;0
"475";"057";"n2";475;2017-05-25;"OUT";2017-05-25 11:33:32.532;9660;NA;0
"476";"057";"n2";476;2017-05-25;"IN";2017-05-25 11:35:22.691;9660;NA;0
"477";"057";"n2";477;2017-05-25;"OUT";2017-05-25 11:35:31.812;9660;NA;0
"478";"057";"n2";478;2017-05-25;"IN";2017-05-25 11:38:12.970;9660;NA;0
"479";"057";"n2";479;2017-05-25;"OUT";2017-05-25 11:39:33.608;9660;NA;0
"480";"057";"n2";480;2017-05-25;"IN";2017-05-25 11:45:52.332;9660;NA;0
"481";"057";"n2";481;2017-05-25;"OUT";2017-05-25 11:46:07.095;9660;NA;0
"482";"057";"n2";482;2017-05-25;"IN";2017-05-25 11:46:54.132;9660;NA;0
"483";"057";"n2";483;2017-05-25;"OUT";2017-05-25 11:46:59.522;9660;NA;0
"484";"057";"n2";484;2017-05-25;"IN";2017-05-25 11:55:40.334;9660;NA;0
"485";"057";"n2";485;2017-05-25;"OUT";2017-05-25 11:55:51.732;9660;NA;0
"486";"057";"n2";486;2017-05-25;"IN";2017-05-25 11:58:04.210;9660;NA;0
"487";"057";"n2";487;2017-05-25;"OUT";2017-05-25 11:59:21.131;9660;NA;0
"488";"057";"n2";488;2017-05-25;"IN";2017-05-25 12:01:32.052;9660;NA;0
"489";"057";"n2";489;2017-05-25;"OUT";2017-05-25 12:01:40.319;9660;NA;0
"490";"057";"n2";490;2017-05-25;"IN";2017-05-25 12:03:01.805;9660;NA;0
"491";"057";"n2";491;2017-05-25;"OUT";2017-05-25 12:03:11.177;9660;NA;0
"492";"057";"n2";492;2017-05-25;"IN";2017-05-25 12:03:57.605;9660;NA;0
"493";"057";"n2";493;2017-05-25;"OUT";2017-05-25 12:04:52.221;9660;NA;0
"494";"057";"n2";494;2017-05-25;"IN";2017-05-25 12:05:09.378;9660;NA;0
"495";"057";"n2";495;2017-05-25;"OUT";2017-05-25 12:05:16.697;9660;NA;0
"496";"057";"n2";496;2017-05-25;"IN";2017-05-25 12:06:01.342;9660;NA;0
"497";"057";"n2";497;2017-05-25;"OUT";2017-05-25 12:06:09.742;9660;NA;0
"498";"057";"n2";498;2017-05-25;"IN";2017-05-25 12:06:39.855;9660;NA;0
"499";"057";"n2";499;2017-05-25;"OUT";2017-05-25 12:06:46.812;9660;NA;0
"500";"057";"n2";500;2017-05-25;"IN";2017-05-25 12:07:54.497;9660;"BT 1";0
"501";"057";"n2";501;2017-05-25;"FRONT";2017-05-25 12:08:06.973;9660;"BT2 and BT1 both at front plate from oppsite sides";1
"502";"057";"n2";502;2017-05-25;"BACK";2017-05-25 12:08:07.000;9660;"BT2 and BT1 both at front plate from oppsite sides";1
"503";"057";"n2";503;2017-05-25;"BACK";2017-05-25 12:08:10.400;9660;"BT1 back in box";2
"504";"057";"n2";504;2017-05-25;"FRONT";2017-05-25 12:08:10.562;9660;"BT 2 fliegt wieder weg";2
"505";"057";"n2";505;2017-05-25;"OUT";2017-05-25 12:08:19.571;9660;"BT1 leaves box";0
"506";"057";"n2";506;2017-05-25;"IN";2017-05-25 12:08:50.299;9660;NA;0
"507";"057";"n2";507;2017-05-25;"OUT";2017-05-25 12:09:05.762;9660;NA;0
"508";"057";"n2";508;2017-05-25;"IN";2017-05-25 12:09:15.733;9660;NA;0
"509";"057";"n2";509;2017-05-25;"OUT";2017-05-25 12:09:24.375;9660;NA;0
"510";"057";"n2";510;2017-05-25;"IN";2017-05-25 12:09:41.173;9660;NA;0
"511";"057";"n2";511;2017-05-25;"OUT";2017-05-25 12:09:49.918;9660;NA;0
"512";"057";"n2";512;2017-05-25;"IN";2017-05-25 12:10:37.698;9660;NA;0
"513";"057";"n2";513;2017-05-25;"IN";2017-05-25 12:10:44.525;9660;NA;0
"514";"057";"n2";514;2017-05-25;"OUT";2017-05-25 12:10:47.269;9660;NA;0
"515";"057";"n2";515;2017-05-25;"OUT";2017-05-25 12:10:50.039;9660;NA;0
"516";"057";"n2";516;2017-05-25;"IN";2017-05-25 12:11:40.214;9660;NA;0
"517";"057";"n2";517;2017-05-25;"OUT";2017-05-25 12:11:46.561;9660;NA;0
"518";"057";"n2";518;2017-05-25;"IN";2017-05-25 12:11:55.687;9660;NA;0
"519";"057";"n2";519;2017-05-25;"OUT";2017-05-25 12:11:59.994;9660;NA;0
"520";"057";"n2";520;2017-05-25;"IN";2017-05-25 12:13:14.418;9660;NA;0
"521";"057";"n2";521;2017-05-25;"OUT";2017-05-25 12:13:20.775;9660;NA;0
"522";"057";"n2";522;2017-05-25;"IN";2017-05-25 12:13:52.345;9660;NA;0
"523";"057";"n2";523;2017-05-25;"OUT";2017-05-25 12:13:58.934;9660;NA;0
"524";"057";"n2";524;2017-05-25;"IN";2017-05-25 12:14:48.134;9660;NA;0
"525";"057";"n2";525;2017-05-25;"OUT";2017-05-25 12:14:59.529;9660;NA;0
"526";"057";"n2";526;2017-05-25;"IN";2017-05-25 12:15:28.217;9660;NA;0
"527";"057";"n2";527;2017-05-25;"OUT";2017-05-25 12:15:40.322;9660;NA;0
"528";"057";"n2";528;2017-05-25;"IN";2017-05-25 12:17:28.094;9660;NA;0
"529";"057";"n2";529;2017-05-25;"OUT";2017-05-25 12:17:38.065;9660;NA;0
"530";"057";"n2";530;2017-05-25;"IN";2017-05-25 12:17:50.424;9660;NA;0
"531";"057";"n2";531;2017-05-25;"OUT";2017-05-25 12:18:17.052;9660;NA;0
"532";"057";"n2";532;2017-05-25;"FRONT";2017-05-25 12:18:25.575;9660;NA;1
"533";"057";"n2";533;2017-05-25;"IN";2017-05-25 12:18:26.733;9660;NA;0
"534";"057";"n2";534;2017-05-25;"OUT";2017-05-25 12:19:00.013;9660;NA;0
"535";"057";"n2";535;2017-05-25;"FRONT";2017-05-25 12:20:54.131;9660;NA;1
"536";"057";"n2";536;2017-05-25;"IN";2017-05-25 12:20:56.292;9660;NA;0
"537";"057";"n2";537;2017-05-25;"OUT";2017-05-25 12:21:04.573;9660;NA;0
"538";"057";"n2";538;2017-05-25;"IN";2017-05-25 12:23:43.473;9660;NA;0
"539";"057";"n2";539;2017-05-25;"OUT";2017-05-25 12:23:55.473;9660;NA;0
"540";"057";"n2";540;2017-05-25;"IN";2017-05-25 12:25:27.305;9660;NA;0
"541";"057";"n2";541;2017-05-25;"OUT";2017-05-25 12:25:37.098;9660;NA;0
"542";"057";"n2";542;2017-05-25;"IN";2017-05-25 12:26:06.644;9660;NA;0
"543";"057";"n2";543;2017-05-25;"OUT";2017-05-25 12:26:15.355;9660;NA;0
"544";"057";"n2";544;2017-05-25;"IN";2017-05-25 12:27:46.838;9660;NA;0
"545";"057";"n2";545;2017-05-25;"OUT";2017-05-25 12:27:58.947;9660;NA;0
"546";"057";"n2";546;2017-05-25;"IN";2017-05-25 12:28:43.673;9660;NA;0
"547";"057";"n2";547;2017-05-25;"IN";2017-05-25 12:29:17.661;9660;NA;0
"548";"057";"n2";548;2017-05-25;"OUT";2017-05-25 12:29:19.210;9660;NA;0
"549";"057";"n2";549;2017-05-25;"OUT";2017-05-25 12:29:29.665;9660;NA;0
"550";"057";"n2";550;2017-05-25;"IN";2017-05-25 12:30:09.732;9660;NA;0
"551";"057";"n2";551;2017-05-25;"OUT";2017-05-25 12:30:21.372;9660;NA;0
"552";"057";"n2";552;2017-05-25;"IN";2017-05-25 12:34:56.519;9660;NA;0
"553";"057";"n2";553;2017-05-25;"OUT";2017-05-25 12:35:13.338;9660;NA;0
"554";"057";"n2";554;2017-05-25;"pers_trans";2017-05-25 12:37:41.477;9660;"Peter Loes Transponder in Box um 12:37 Uhr";0
"555";"063";"n1";691;2017-06-01;"pers_trans";2017-06-01 10:11:10.730;NA;"Peter Loes Transponder in Box um 10:11 Uhr";0
"556";"063";"n1";692;2017-06-01;"FRONT";2017-06-01 10:18:19.756;NA;NA;1
"557";"063";"n1";693;2017-06-01;"FRONT";2017-06-01 10:18:35.357;NA;NA;2
"558";"063";"n1";694;2017-06-01;"FRONT";2017-06-01 10:23:38.836;NA;NA;1
"559";"063";"n1";695;2017-06-01;"IN";2017-06-01 10:23:41.118;NA;NA;0
"560";"063";"n1";696;2017-06-01;"OUT";2017-06-01 10:24:14.352;NA;NA;0
"561";"063";"n1";697;2017-06-01;"FRONT";2017-06-01 10:29:33.076;NA;NA;1
"562";"063";"n1";698;2017-06-01;"IN";2017-06-01 10:29:35.951;NA;NA;0
"563";"063";"n1";699;2017-06-01;"OUT";2017-06-01 10:29:44.957;NA;NA;0
"564";"063";"n1";700;2017-06-01;"FRONT";2017-06-01 10:29:55.039;NA;NA;1
"565";"063";"n1";701;2017-06-01;"IN";2017-06-01 10:29:58.391;NA;NA;0
"566";"063";"n1";702;2017-06-01;"BACK";2017-06-01 10:30:13.278;NA;NA;1
"567";"063";"n1";703;2017-06-01;"OUT";2017-06-01 10:30:14.716;NA;NA;0
"568";"063";"n1";704;2017-06-01;"FRONT";2017-06-01 10:51:05.950;NA;NA;1
"569";"063";"n1";705;2017-06-01;"IN";2017-06-01 10:51:08.959;NA;NA;0
"570";"063";"n1";706;2017-06-01;"OUT";2017-06-01 10:51:13.756;NA;NA;0
"571";"063";"n1";707;2017-06-01;"FRONT";2017-06-01 10:51:31.167;NA;NA;1
"572";"063";"n1";708;2017-06-01;"IN";2017-06-01 10:51:38.730;NA;NA;0
"573";"063";"n1";709;2017-06-01;"BACK";2017-06-01 10:51:59.936;NA;NA;1
"574";"063";"n1";710;2017-06-01;"OUT";2017-06-01 10:52:05.957;NA;NA;0
"575";"063";"n1";711;2017-06-01;"FRONT";2017-06-01 10:58:15.657;NA;NA;1
"576";"063";"n1";712;2017-06-01;"IN";2017-06-01 10:58:18.437;NA;NA;0
"577";"063";"n1";713;2017-06-01;"BACK";2017-06-01 10:58:55.635;NA;NA;1
"578";"063";"n1";714;2017-06-01;"OUT";2017-06-01 10:59:01.400;NA;NA;0
"579";"063";"n1";715;2017-06-01;"BACK";2017-06-01 11:20:13.279;NA;"chick";1
"580";"063";"n1";716;2017-06-01;"BACK";2017-06-01 11:21:16.753;NA;"chick";2
"581";"063";"n1";717;2017-06-01;"BACK";2017-06-01 11:21:32.717;NA;"chick";1
"582";"063";"n1";718;2017-06-01;"BACK";2017-06-01 11:21:41.690;NA;"chick";2
"583";"063";"n1";719;2017-06-01;"BACK";2017-06-01 11:21:45.673;NA;"chick";1
"584";"063";"n1";720;2017-06-01;"BACK";2017-06-01 11:22:05.714;NA;"chick";2
